"ID"	"symbol"	"Module"	"probeset_id"	"seqname"	"strand"	"start"	"stop"	"total_probes"	"EntrezGene"
3735151	"ITGB4"	"M2"	3735151	"chr17"	"+"	"73716705"	"73753892"	271	"3691"
3735346	"LOC100134934"	"M2"	3735346	"chr17"	"+"	"73975311"	"73996655"	38	"100134934"
3735364	"CDK3"	"M20"	3735364	"chr17"	"+"	"73997507"	"74002078"	54	"1018"
3735447	"FAM100B"	"M20"	3735447	"chr17"	"+"	"74261293"	"74267373"	36	"283991"
3735679	"MGAT5B"	"M15"	3735679	"chr17"	"+"	"74827314"	"74985112"	203	"146664"
3736232	"SYNGR2"	"M2"	3736232	"chr17"	"+"	"76164706"	"76169588"	45	"9144"
3736290	"BIRC5"	"M1"	3736290	"chr17"	"+"	"76210287"	"76221716"	82	"332"
3736636	"C1QTNF1"	"M2"	3736636	"chr17"	"+"	"77020246"	"77045867"	74	"114897"
3736965	"ENPP7"	"M20"	3736965	"chr17"	"+"	"77704691"	"77749745"	72	"339221"
3737079	"CCDC40"	"M20"	3737079	"chr17"	"+"	"78010462"	"78074408"	220	"55036"
3737242	"SLC26A11"	"M2"	3737242	"chr17"	"+"	"78194232"	"78227297"	123	"284129"
3737274	"KIAA1618"	"M2"	3737274	"chr17"	"+"	"78234669"	"78312753"	194	"57674"
3737338	"RNF213"	"M2"	3737338	"chr17"	"+"	"78323587"	"78370085"	300	"57674"
3737647	"CHMP6"	"M20"	3737647	"chr17"	"+"	"78965418"	"78983521"	105	"79643"
3737677	"LOC100129503"	"M20"	3737677	"chr17"	"+"	"78977145"	"78978922"	8	"100129503"
3737697	"BAIAP2"	"M15"	3737697	"chr17"	"+"	"79008925"	"79091368"	265	"10458"
3738007	"FSCN2"	"M20"	3738007	"chr17"	"+"	"79495382"	"79504156"	67	"25794"
3738205	"MRPL12"	"M14"	3738205	"chr17"	"+"	"79669699"	"79674565"	47	"6182"
3738280	"ANAPC11"	"M14"	3738280	"chr17"	"+"	"79848388"	"79858581"	98	"51529"
3738471	"RAC3"	"M20"	3738471	"chr17"	"+"	"79989512"	"79992076"	43	"5881"
3738629	"SLC16A3"	"M28"	3738629	"chr17"	"+"	"80181985"	"80219016"	163	"9123"
3738901	"NARF"	"M20"	3738901	"chr17"	"+"	"80416050"	"80492651"	256	"26502"
3739147	"FN3K"	"M2"	3739147	"chr17"	"+"	"80693468"	"80709073"	54	"64122"
3739431	"METRNL"	"M20"	3739431	"chr17"	"+"	"81037480"	"81057964"	116	"284207"
3739521	"RPH3AL"	""	3739521	"chr17"	"-"	"62087"	"202888"	330	"9501"
3739812	"GEMIN4"	"M20"	3739812	"chr17"	"-"	"647671"	"656238"	48	"50628"
3739827	"GLOD4"	"M20"	3739827	"chr17"	"-"	"660357"	"686612"	121	"51031"
3739867	"NXN"	"M1"	3739867	"chr17"	"-"	"702597"	"883005"	324	"64359"
3740171	"CRK"	"M20"	3740171	"chr17"	"-"	"1324019"	"1359628"	40	"1398"
3740462	"RILP"	"M2"	3740462	"chr17"	"-"	"1549453"	"1553382"	64	"83547"
3740664	"C17orf91"	"M15"	3740664	"chr17"	"-"	"1614813"	"1619601"	51	"84981"
3740770	"RTN4RL1"	"M10"	3740770	"chr17"	"-"	"1837973"	"1928642"	127	"146760"
3741305	"OR1D2"	"M2"	3741305	"chr17"	"-"	"2995352"	"2996290"	12	"4991"
3741311	"OR1G1"	""	3741311	"chr17"	"-"	"3020353"	"3036781"	29	"8390"
3741352	"OR3A2"	""	3741352	"chr17"	"-"	"3181264"	"3289587"	41	"4995"
3741374	"OR1E1"	""	3741374	"chr17"	"-"	"3300398"	"3305598"	13	"8387"
3741383	"OR1E2"	""	3741383	"chr17"	"-"	"3336193"	"3337135"	9	"8388"
3741387	"SPATA22"	"M2"	3741387	"chr17"	"-"	"3343313"	"3375615"	91	"84690"
3741528	"TAX1BP3"	"M20"	3741528	"chr17"	"-"	"3562918"	"3572038"	66	"30851"
3741547	"P2RX5"	"M16"	3741547	"chr17"	"-"	"3575303"	"3599583"	138	"5026"
3741668	"C17orf85"	"M20"	3741668	"chr17"	"-"	"3714822"	"3749517"	153	"55421"
3741715	"CAMKK1"	"M2"	3741715	"chr17"	"-"	"3763633"	"3798185"	202	"84254"
3741800	"ATP2A3"	"M19"	3741800	"chr17"	"-"	"3827195"	"3867771"	224	"489"
3742212	"ALOX15"	""	3742212	"chr17"	"-"	"4533803"	"4544946"	71	"246"
3742285	"CXCL16"	"M2"	3742285	"chr17"	"-"	"4636209"	"4643215"	43	"58191"
3742304	"VMO1"	""	3742304	"chr17"	"-"	"4688581"	"4689728"	36	"284013"
3742400	"PFN1"	"M20"	3742400	"chr17"	"-"	"4848955"	"4852609"	47	"5216"
3742460	"CAMTA2"	"M2"	3742460	"chr17"	"-"	"4871296"	"4891030"	185	"23125"
3742554	"ZNF232"	"M20"	3742554	"chr17"	"-"	"5008950"	"5026467"	112	"7775"
3742627	"C17orf87"	"M2"	3742627	"chr17"	"-"	"5113399"	"5152307"	64	"388325"
3742652	"NUP88"	"M20"	3742652	"chr17"	"-"	"5264268"	"5323480"	172	"4927"
3742756	"DERL2"	"M20"	3742756	"chr17"	"-"	"5377621"	"5390103"	89	"51009"
3743074	"PITPNM3"	"M2"	3743074	"chr17"	"-"	"6358625"	"6467513"	171	"83394"
3743119	"KIAA0753"	"M20"	3743119	"chr17"	"-"	"6481511"	"6544006"	168	"9851"
3743167	"MED31"	"M20"	3743167	"chr17"	"-"	"6546498"	"6554944"	61	"51003"
3743194	"SLC13A5"	"M2"	3743194	"chr17"	"-"	"6587969"	"6616678"	99	"284111"
3743230	"TEKT1"	"M3"	3743230	"chr17"	"-"	"6699318"	"6739089"	77	"83659"
3743371	"ASGR1"	"M20"	3743371	"chr17"	"-"	"7076750"	"7082863"	82	"432"
3743464	"PHF23"	"M20"	3743464	"chr17"	"-"	"7138357"	"7143199"	74	"79142"
3743551	"CLDN7"	""	3743551	"chr17"	"-"	"7162666"	"7167282"	57	"1366"
3743571	"YBX2"	"M2"	3743571	"chr17"	"-"	"7191582"	"7210663"	111	"51087"
3743701	"PLSCR3"	"M20"	3743701	"chr17"	"-"	"7291950"	"7298142"	94	"57048"
3743734	"C17orf61"	"M14"	3743734	"chr17"	"-"	"7306301"	"7307434"	52	"254863"
3743763	"ZBTB4"	"M2"	3743763	"chr17"	"-"	"7362697"	"7387517"	112	"57659"
3743906	"TP53"	"M20"	3743906	"chr17"	"-"	"7570682"	"7591142"	104	"7157"
3743962	"LSMD1"	"M14"	3743962	"chr17"	"-"	"7760014"	"7788580"	67	"84316"
3744013	"KCNAB3"	""	3744013	"chr17"	"-"	"7825197"	"7833170"	97	"9196"
3744150	"PER1"	"M2"	3744150	"chr17"	"-"	"8043790"	"8059659"	244	"5187"
3744263	"AURKB"	"M1"	3744263	"chr17"	"-"	"8093911"	"8113924"	114	"9212"
3744377	"SLC25A35"	""	3744377	"chr17"	"-"	"8191081"	"8200464"	64	"399512"
3744410	"KRBA2"	"M20"	3744410	"chr17"	"-"	"8271965"	"8280081"	40	"124751"
3744800	"STX8"	"M20"	3744800	"chr17"	"-"	"9150947"	"9479275"	288	"9482"
3744958	"RCVRN"	"M15"	3744958	"chr17"	"-"	"9801035"	"9808684"	23	"5957"
3744965	"GAS7"	"M2"	3744965	"chr17"	"-"	"9813926"	"10101858"	407	"8522"
3745287	"MYH1"	""	3745287	"chr17"	"-"	"10395628"	"10421587"	223	"4619"
3745525	"TMEM220"	""	3745525	"chr17"	"-"	"10602352"	"10633626"	108	"388335"
3745781	"ZNF18"	"M20"	3745781	"chr17"	"-"	"11857208"	"11900843"	114	"7566"
3746574	"PMP22"	"M2"	3746574	"chr17"	"-"	"15133104"	"15168644"	122	"5376"
3746675	"CDRT4"	"M20"	3746675	"chr17"	"-"	"15339341"	"15408413"	44	"284040"
3746845	"TRIM16"	"M20"	3746845	"chr17"	"-"	"15531110"	"15603034"	116	"10626"
3747199	"CENPV"	"M20"	3747199	"chr17"	"-"	"16245854"	"16257255"	82	"201161"
3747288	"ZNF287"	"M20"	3747288	"chr17"	"-"	"16452311"	"16472520"	95	"57336"
3747324	"ZNF624"	"M20"	3747324	"chr17"	"-"	"16472609"	"16570132"	162	"57547"
3747522	"TNFRSF13B"	""	3747522	"chr17"	"-"	"16842398"	"16875389"	48	"23495"
3747792	"RASD1"	"M2"	3747792	"chr17"	"-"	"17395850"	"17402465"	74	"51655"
3747812	"PEMT"	"M20"	3747812	"chr17"	"-"	"17408895"	"17686842"	362	"10400"
3748022	"TOM1L2"	"M2"	3748022	"chr17"	"-"	"17748966"	"17749259"	4	"146691"
3748026	"TOM1L2"	"M2"	3748026	"chr17"	"-"	"17750162"	"17875714"	320	"146691"
3748262	"TOP3A"	"M20"	3748262	"chr17"	"-"	"18174079"	"18218412"	210	"7156"
3748323	"SHMT1"	"M19"	3748323	"chr17"	"-"	"18231195"	"18272975"	115	"6470"
3748400	"USP6"	""	3748400	"chr17"	"-"	"18414578"	"18436705"	115	"220594"
3748432	"FAM106A"	""	3748432	"chr17"	"-"	"18427785"	"18430160"	21	"80039"
3748449	"CCDC144A"	""	3748449	"chr17"	"-"	"18440157"	"18528930"	174	"284047"
3748659	"GRAP"	"M20"	3748659	"chr17"	"-"	"18923989"	"18981105"	132	"10750"
3748767	"B9D1"	"M2"	3748767	"chr17"	"-"	"19244254"	"19281439"	114	"27077"
3748798	"MFAP4"	"M2"	3748798	"chr17"	"-"	"19286762"	"19290533"	59	"4239"
3748909	"SLC47A2"	"M3"	3748909	"chr17"	"-"	"19574797"	"19626711"	152	"146802"
3749432	"RNFT1"	""	3749432	"chr17"	"-"	"20645970"	"20674742"	43	"105371585"
3749767	"TMEM11"	"M20"	3749767	"chr17"	"-"	"21100613"	"21117917"	62	"8834"
3750369	"NOS2"	"M15"	3750369	"chr17"	"-"	"25999546"	"26127584"	200	"4843"
3750430	"LOC201229"	"M2"	3750430	"chr17"	"-"	"26179739"	"26248326"	104	"201229"
3750723	"UNC119"	"M20"	3750723	"chr17"	"-"	"26873729"	"26879661"	61	"9094"
3750767	"ALDOC"	"M2"	3750767	"chr17"	"-"	"26899067"	"26903917"	66	"230"
3750785	"SPAG5"	"M1"	3750785	"chr17"	"-"	"26904592"	"26926297"	194	"10615"
3750842	"FLJ25006"	"M2"	3750842	"chr17"	"-"	"26929936"	"26941211"	86	"124923"
3750939	"SDF2"	"M20"	3750939	"chr17"	"-"	"26975394"	"26989276"	71	"6388"
3751002	"RAB34"	"M2"	3751002	"chr17"	"-"	"27041305"	"27045427"	114	"83871"
3751042	"TLCD1"	"M2"	3751042	"chr17"	"-"	"27051097"	"27053930"	44	"116238"
3751164	"DHRS13"	"M20"	3751164	"chr17"	"-"	"27224817"	"27230079"	63	"147015"
3751184	"PHF12"	"M20"	3751184	"chr17"	"-"	"27232278"	"27278779"	200	"57649"
3751237	"SEZ6"	"M20"	3751237	"chr17"	"-"	"27281285"	"27337813"	217	"124925"
3751590	"CORO6"	"M2"	3751590	"chr17"	"-"	"27941784"	"27950103"	136	"84940"
3751625	"SSH2"	"M20"	3751625	"chr17"	"-"	"27952965"	"28257271"	458	"85464"
3752097	"C17orf42"	""	3752097	"chr17"	"-"	"29223025"	"29247663"	122	"79736"
3752241	"OMG"	"M2"	3752241	"chr17"	"-"	"29598812"	"29624543"	46	"4974"
3752258	"EVI2B"	"M2"	3752258	"chr17"	"-"	"29630588"	"29641102"	43	"2124"
3752271	"EVI2A"	"M2"	3752271	"chr17"	"-"	"29644578"	"29648747"	32	"2123"
3752424	"C17orf79"	"M2"	3752424	"chr17"	"-"	"30178901"	"30186311"	46	"55352"
3752437	"UTP6"	"M20"	3752437	"chr17"	"-"	"30187040"	"30228726"	138	"55813"
3752709	"MYO1D"	"M2"	3752709	"chr17"	"-"	"30819540"	"31204200"	312	"4642"
3752888	"ACCN1"	"M16"	3752888	"chr17"	"-"	"31336377"	"32483815"	429	"40"
3753288	"CCT6B"	""	3753288	"chr17"	"-"	"33039936"	"33288518"	206	"10693"
3753372	"RFFL"	"M2"	3753372	"chr17"	"-"	"33335978"	"33416310"	138	"117584"
3753452	"NLE1"	"M20"	3753452	"chr17"	"-"	"33458110"	"33469322"	71	"54475"
3753474	"AMAC1"	""	3753474	"chr17"	"-"	"33519539"	"33521366"	12	"146861"
3753500	"SLFN11"	"M2"	3753500	"chr17"	"-"	"33672482"	"33700685"	102	"91607"
3753568	"SLFN13"	""	3753568	"chr17"	"-"	"33757069"	"33775846"	101	"146857"
3753690	"PEX12"	"M20"	3753690	"chr17"	"-"	"33901352"	"33905797"	48	"5193"
3753966	"CCL14-CCL15"	""	3753966	"chr17"	"-"	"34310337"	"34329110"	68	"6358"
3754227	"MYO19"	""	3754227	"chr17"	"-"	"34851081"	"34900720"	306	"80179"
3754469	"ACACA"	"M20"	3754469	"chr17"	"-"	"35423138"	"35766902"	613	"31"
3754677	"SYNRG"	"M20"	3754677	"chr17"	"-"	"35874920"	"35969500"	225	"11276"
3754736	"DDX52"	"M20"	3754736	"chr17"	"-"	"35969797"	"36003487"	132	"11056"
3755316	"MLLT6"	"M2"	3755316	"chr17"	"-"	"36884086"	"36884565"	8	"100129395"
3755323	"PCGF2"	"M20"	3755323	"chr17"	"-"	"36890152"	"36906670"	121	"7703"
3755429	"RPL23"	""	3755429	"chr17"	"-"	"37004118"	"37010181"	56	"9349"
3755510	"PLXDC1"	"M2"	3755510	"chr17"	"-"	"37219566"	"37309613"	204	"57125"
3755580	"CACNB1"	""	3755580	"chr17"	"-"	"37329709"	"37353917"	103	"782"
3755614	"STAC2"	"M2"	3755614	"chr17"	"-"	"37366794"	"37382204"	85	"342667"
3755714	"MED1"	"M20"	3755714	"chr17"	"-"	"37548018"	"37607543"	135	"5469"
3755790	"NEUROD2"	"M20"	3755790	"chr17"	"-"	"37759799"	"37778003"	57	"4761"
3755820	"PGAP3"	"M2"	3755820	"chr17"	"-"	"37827378"	"37844307"	64	"93210"
3755903	"GSDMB"	""	3755903	"chr17"	"-"	"38056884"	"38076433"	108	"55876"
3756046	"NR1D1"	"M2"	3756046	"chr17"	"-"	"38244513"	"38262808"	136	"9572"
3756175	"GJD3"	""	3756175	"chr17"	"-"	"38515134"	"38521048"	62	"125111"
3756193	"TOP2A"	"M1"	3756193	"chr17"	"-"	"38464071"	"38593508"	271	"7153"
3756386	"KRT222"	"M2"	3756386	"chr17"	"-"	"38810937"	"38821404"	62	"125113"
3756630	"KRT40"	""	3756630	"chr17"	"-"	"39133978"	"39143253"	69	"125115"
3756656	"KRTAP3-2"	""	3756656	"chr17"	"-"	"39155084"	"39156450"	37	"83897"
3756676	"KRTAP1-5"	""	3756676	"chr17"	"-"	"39182278"	"39183454"	24	"83895"
3756723	"KRTAP2-4"	""	3756723	"chr17"	"-"	"39215497"	"39216355"	20	"730755"
3756761	"KRTAP4-4"	""	3756761	"chr17"	"-"	"39295691"	"39465482"	195	"100505753"
3756815	"KRTAP4-5"	""	3756815	"chr17"	"-"	"39305176"	"39306039"	12	"85289"
3756880	"KRT33A"	""	3756880	"chr17"	"-"	"39501929"	"39507070"	39	"3883"
3756911	"KRT34"	"M20"	3756911	"chr17"	"-"	"39533921"	"39538624"	53	"3885"
3756928	"KRT31"	"M20"	3756928	"chr17"	"-"	"39549977"	"39553850"	53	"3881"
3756979	"KRT38"	""	3756979	"chr17"	"-"	"39592621"	"39597596"	56	"8687"
3757050	"KRT13"	""	3757050	"chr17"	"-"	"39645628"	"39661865"	106	"3860"
3757108	"KRT19"	"M20"	3757108	"chr17"	"-"	"39679905"	"39684634"	65	"3880"
3757154	"KRT14"	""	3757154	"chr17"	"-"	"39738531"	"39743147"	70	"3861"
3757177	"KRT16"	""	3757177	"chr17"	"-"	"39743237"	"39770539"	107	"3868"
3757288	"HAP1"	"M2"	3757288	"chr17"	"-"	"39873994"	"39890926"	131	"9001"
3757329	"JUP"	"M20"	3757329	"chr17"	"-"	"39908135"	"39943163"	169	"3728"
3757423	"KLHL11"	""	3757423	"chr17"	"-"	"40004782"	"40021666"	28	"55175"
3757538	"ZNF385C"	"M11"	3757538	"chr17"	"-"	"40177282"	"40206290"	56	"201181"
3757602	"DHX58"	"M2"	3757602	"chr17"	"-"	"40253428"	"40264751"	103	"79132"
3757690	"KCNH4"	"M15"	3757690	"chr17"	"-"	"40308913"	"40333296"	168	"23415"
3757917	"PTRF"	"M2"	3757917	"chr17"	"-"	"40554485"	"40575535"	63	"284119"
3758062	"CCR10"	"M2"	3758062	"chr17"	"-"	"40830927"	"40835907"	16	"2826"
3758291	"VAT1"	"M20"	3758291	"chr17"	"-"	"41166624"	"41174439"	73	"10493"
3758317	"BRCA1"	"M1"	3758317	"chr17"	"-"	"41196315"	"41322094"	262	"672"
3758510	"ETV4"	"M17"	3758510	"chr17"	"-"	"41605216"	"41623702"	83	"2118"
3758545	"MEOX1"	""	3758545	"chr17"	"-"	"41692815"	"41825546"	164	"4222"
3758615	"DUSP3"	"M2"	3758615	"chr17"	"-"	"41840961"	"41856346"	75	"1845"
3758640	"MPP3"	"M20"	3758640	"chr17"	"-"	"41878177"	"41910537"	155	"4356"
3758928	"C17orf65"	"M20"	3758928	"chr17"	"-"	"42253351"	"42264062"	41	"339201"
3759006	"SLC4A1"	"M29"	3759006	"chr17"	"-"	"42299143"	"42351685"	202	"6521"
3759105	"FAM171A2"	"M20"	3759105	"chr17"	"-"	"42430898"	"42441303"	96	"284069"
3759335	"GJC1"	"M20"	3759335	"chr17"	"-"	"42875836"	"42908184"	53	"10052"
3759410	"GFAP"	"M2"	3759410	"chr17"	"-"	"42980419"	"42992932"	128	"2670"
3759587	"PLCD3"	"M2"	3759587	"chr17"	"-"	"43185476"	"43209881"	115	"113026"
3759824	"SH3D20"	"M2"	3759824	"chr17"	"-"	"43506234"	"43511777"	74	"201176"
3759849	"PLEKHM1"	"M2"	3759849	"chr17"	"-"	"43513267"	"43568140"	137	"9842"
3760268	"ARL17P1"	""	3760268	"chr17"	"-"	"44351570"	"44439247"	151	"100506084"
3760490	"WNT3"	"M9"	3760490	"chr17"	"-"	"44833545"	"44896331"	69	"7473"
3761054	"COPZ2"	"M2"	3761054	"chr17"	"-"	"46066747"	"46125936"	189	"51226"
3761291	"HOXB2"	""	3761291	"chr17"	"-"	"46618185"	"46625515"	65	"3212"
3761313	"HOXB3"	""	3761313	"chr17"	"-"	"46627136"	"46656913"	124	"3213"
3761529	"PRAC"	""	3761529	"chr17"	"-"	"46799086"	"46799882"	16	"84366"
3761725	"PHOSPHO1"	"M2"	3761725	"chr17"	"-"	"47300732"	"47308128"	35	"162466"
3761806	"PHB"	"M20"	3761806	"chr17"	"-"	"47481220"	"47492243"	77	"5245"
3762040	"TAC4"	"M20"	3762040	"chr17"	"-"	"47908838"	"47928297"	42	"255061"
3762083	"DLX3"	""	3762083	"chr17"	"-"	"48058195"	"48072588"	51	"1747"
3762125	"SAMD14"	"M20"	3762125	"chr17"	"-"	"48188680"	"48207170"	88	"201191"
3762198	"COL1A1"	"M26"	3762198	"chr17"	"-"	"48260660"	"48946677"	493	"1277"
3762380	"CHAD"	"M2"	3762380	"chr17"	"-"	"48541858"	"48546323"	32	"1101"
3762416	"ANKRD40"	"M2"	3762416	"chr17"	"-"	"48770561"	"48785253"	69	"91369"
3762473	"TOB1"	"M2"	3762473	"chr17"	"-"	"48925635"	"48967182"	84	"10140"
3762625	"MBTD1"	"M20"	3762625	"chr17"	"-"	"49257937"	"49337407"	197	"54799"
3762753	"CA10"	"M2"	3762753	"chr17"	"-"	"49692313"	"50258884"	349	"56934"
3763148	"COX11"	"M2"	3763148	"chr17"	"-"	"52997339"	"53061381"	129	"1353"
3763390	"TMEM100"	"M2"	3763390	"chr17"	"-"	"53796996"	"53809606"	51	"55273"
3763656	"TRIM25"	"M2"	3763656	"chr17"	"-"	"54964738"	"54991409"	114	"7706"
3763687	"COIL"	"M20"	3763687	"chr17"	"-"	"55015569"	"55038380"	72	"8161"
3764289	"BZRAP1"	"M2"	3764289	"chr17"	"-"	"56378592"	"56406251"	288	"9256"
3764399	"RNF43"	"M19"	3764399	"chr17"	"-"	"56430273"	"56494936"	162	"54894"
3764527	"SEPT4"	"M2"	3764527	"chr17"	"-"	"56597628"	"56616499"	195	"5414"
3764738	"SKA2"	"M20"	3764738	"chr17"	"-"	"57187319"	"57232858"	101	"348235"
3764933	"TUBD1"	"M20"	3764933	"chr17"	"-"	"57936843"	"57971269"	85	"51174"
3765059	"HEATR6"	"M20"	3765059	"chr17"	"-"	"58118389"	"58156426"	166	"63897"
3765580	"BRIP1"	"M1"	3765580	"chr17"	"-"	"59724012"	"59940755"	200	"83990"
3766153	"CYB561"	"M2"	3766153	"chr17"	"-"	"61501517"	"61523702"	124	"1534"
3766269	"LIMD2"	"M20"	3766269	"chr17"	"-"	"61773227"	"61778536"	56	"80774"
3766373	"FTSJ3"	"M20"	3766373	"chr17"	"-"	"61896486"	"61905021"	145	"117246"
3766415	"SMARCD2"	"M2"	3766415	"chr17"	"-"	"61909449"	"61926264"	116	"6603"
3766512	"GH1"	""	3766512	"chr17"	"-"	"61994593"	"61996198"	55	"2688"
3766621	"ICAM2"	""	3766621	"chr17"	"-"	"62079956"	"62097975"	79	"3384"
3766796	"PECAM1"	""	3766796	"chr17"	"-"	"62386052"	"62409928"	223	NA
3766861	"POLG2"	"M20"	3766861	"chr17"	"-"	"62473667"	"62493169"	122	"11232"
3767053	"PLEKHM1"	"M2"	3767053	"chr17"	"-"	"62745793"	"62833296"	410	"440456"
3767169	"LRRC37A3"	""	3767169	"chr17"	"-"	"62843907"	"62915590"	126	"374819"
3767230	"LRRC37A3"	""	3767230	"chr17"	"-"	"62889796"	"62895180"	44	"374819"
3767480	"AXIN2"	"M20"	3767480	"chr17"	"-"	"63526094"	"63554328"	67	"8313"
3767531	"CCDC46"	"M2"	3767531	"chr17"	"-"	"63559709"	"64188202"	618	"201134"
3768280	"C17orf58"	"M20"	3768280	"chr17"	"-"	"65987217"	"66016154"	51	"284018"
3768412	"SLC16A6"	"M2"	3768412	"chr17"	"-"	"66255176"	"66288414"	74	"9120"
3768474	"WIPI1"	"M2"	3768474	"chr17"	"-"	"66417109"	"66497267"	187	"55062"
3768535	"FAM20A"	"M9"	3768535	"chr17"	"-"	"66529681"	"66597386"	154	"54757"
3768627	"ABCA8"	"M2"	3768627	"chr17"	"-"	"66863433"	"66951533"	276	"10351"
3768703	"ABCA9"	"M2"	3768703	"chr17"	"-"	"66970491"	"67057766"	260	"10350"
3768791	"ABCA6"	"M2"	3768791	"chr17"	"-"	"67073888"	"67138128"	326	"23460"
3768880	"ABCA10"	"M2"	3768880	"chr17"	"-"	"67143375"	"67231857"	310	"10349"
3768969	"ABCA5"	"M2"	3768969	"chr17"	"-"	"67242649"	"67323284"	285	"23461"
3769779	"SLC39A11"	"M2"	3769779	"chr17"	"-"	"70642090"	"71159500"	520	"201266"
3770029	"CDC42EP4"	"M20"	3770029	"chr17"	"-"	"71279451"	"71308147"	74	"23580"
3770052	"SDK2"	"M20"	3770052	"chr17"	"-"	"71332272"	"71640319"	366	"54549"
3770172	"C17orf54"	""	3770172	"chr17"	"-"	"71745419"	"71824666"	37	"283982"
3770361	"CD300LF"	""	3770361	"chr17"	"-"	"72690456"	"72709108"	63	"146722"
3770422	"GRIN2C"	"M2"	3770422	"chr17"	"-"	"72838168"	"72857828"	127	"2905"
3770505	"USH1G"	""	3770505	"chr17"	"-"	"72912176"	"72919336"	24	"124590"
3770606	"HN1"	"M20"	3770606	"chr17"	"-"	"73131353"	"73163334"	74	"51155"
3770944	"H3F3B"	"M20"	3770944	"chr17"	"-"	"73772521"	"73776023"	66	"3021"
3771389	"FOXJ1"	"M3"	3771389	"chr17"	"-"	"74132417"	"74137609"	25	"2302"
3771642	"CYGB"	"M2"	3771642	"chr17"	"-"	"74500253"	"74554476"	86	"114757"
3771675	"ST6GALNAC2"	"M3"	3771675	"chr17"	"-"	"74559749"	"74589466"	119	"10610"
3771744	"MXRA7"	""	3771744	"chr17"	"-"	"74669752"	"74707028"	112	"439921"
3771773	"JMJD6"	"M20"	3771773	"chr17"	"-"	"74708923"	"74722845"	80	"23210"
3772090	"TMC6"	"M2"	3772090	"chr17"	"-"	"76102762"	"76128488"	214	"11322"
3772158	"TK1"	"M1"	3772158	"chr17"	"-"	"76169241"	"76188886"	69	"7083"
3772719	"LGALS3BP"	"M2"	3772719	"chr17"	"-"	"76926355"	"76976061"	200	"3959"
3772775	"CANT1"	"M20"	3772775	"chr17"	"-"	"76987808"	"77006149"	118	"124583"
3773241	"TBC1D16"	"M20"	3773241	"chr17"	"-"	"77909440"	"77910550"	8	"125058"
3773312	"EIF4A3"	"M20"	3773312	"chr17"	"-"	"78108838"	"78120956"	106	"9775"
3773426	"NPTX1"	"M2"	3773426	"chr17"	"-"	"78440653"	"78467497"	82	"4884"
3773534	"FLJ46026"	""	3773534	"chr17"	"-"	"78940049"	"78945987"	28	"400627"
3773558	"FLJ90757"	"M20"	3773558	"chr17"	"-"	"79002932"	"79008527"	24	"440465"
3773814	"TMEM105"	""	3773814	"chr17"	"-"	"79285074"	"79304474"	46	"284186"
3773980	"C17orf70"	"M20"	3773980	"chr17"	"-"	"79506890"	"79519695"	172	"80233"
3774096	"PDE6G"	""	3774096	"chr17"	"-"	"79617250"	"79632017"	74	"5148"
3774218	"DYSFIP1"	""	3774218	"chr17"	"-"	"79791046"	"79792916"	30	"116729"
3774283	"ARHGDIA"	"M20"	3774283	"chr17"	"-"	"79818711"	"79829347"	128	"396"
3774516	"STRA13"	"M20"	3774516	"chr17"	"-"	"79976587"	"79980941"	55	"201254"
3774535	"DCXR"	"M2"	3774535	"chr17"	"-"	"79993030"	"79995692"	73	"51181"
3774701	"CCDC57"	"M20"	3774701	"chr17"	"-"	"80059350"	"80111346"	97	"284001"
3774906	"SECTM1"	"M5"	3774906	"chr17"	"-"	"80278900"	"80291836"	80	"6398"
3775147	"FOXK2"	"M20"	3775147	"chr17"	"-"	"80560467"	"80562457"	16	NA
3775211	"RAB40B"	"M2"	3775211	"chr17"	"-"	"80614951"	"80656588"	150	"10966"
3775808	"CLUL1"	"M2"	3775808	"chr18"	"+"	"596998"	"652845"	123	"27098"
3775842	"TYMS"	"M1"	3775842	"chr18"	"+"	"657560"	"673715"	97	"7298"
3775906	"ADCYAP1"	"M2"	3775906	"chr18"	"+"	"812136"	"935684"	165	"116"
3776139	"NDC80"	"M1"	3776139	"chr18"	"+"	"2568386"	"2616629"	118	"10403"
3776193	"SMCHD1"	"M20"	3776193	"chr18"	"+"	"2698138"	"2804997"	308	"23347"
3776504	"TGIF1"	"M1"	3776504	"chr18"	"+"	"3411626"	"3459278"	170	"7050"
3777263	"ARHGAP28"	"M20"	3777263	"chr18"	"+"	"6729725"	"6929786"	311	"79822"
3777470	"PTPRM"	"M2"	3777470	"chr18"	"+"	"7567375"	"8406952"	1101	"5797"
3777991	"KIAA0802"	"M2"	3777991	"chr18"	"+"	"8705183"	"8870242"	324	"23255"
3778410	"RALBP1"	""	3778410	"chr18"	"+"	"9474539"	"9540776"	161	"10928"
3778504	"RAB31"	"M2"	3778504	"chr18"	"+"	"9708182"	"9870996"	287	"11031"
3778601	"VAPA"	"M20"	3778601	"chr18"	"+"	"9913984"	"9960012"	125	"9218"
3778772	"APCDD1"	"M18"	3778772	"chr18"	"+"	"10454553"	"10488692"	132	"147495"
3779207	"GNAL"	"M20"	3779207	"chr18"	"+"	"11644242"	"11885644"	404	"2774"
3779511	"CIDEA"	"M20"	3779511	"chr18"	"+"	"12234553"	"12306639"	202	"1149"
3779579	"TUBB6"	"M20"	3779579	"chr18"	"+"	"12308234"	"12344319"	68	"84617"
